line,number,name,latitude,longitude,,
5,2552,명일,37.551317,127.144002,,
5,2553,고덕,37.555002,127.154214,,
5,2554,상일동,37.556714,127.166381,,
5,2555,둔촌동,37.527787,127.136219,,
5,2556,올림픽공원,37.516217,127.130957,,
5,2557,방이,37.508752,127.126054,,
5,2558,오금,37.502228,127.127701,,
5,2559,개롱,37.498097,127.134817,,
5,2560,거여,37.493208,127.143983,,
5,2561,마천,37.494972,127.152784,,
5,2562,강일,37.557521,127.176018,,
5,2563,미사,37.56329,127.192954,,
5,2564,하남풍산,37.552201,127.203897,,
5,2565,하남시청,37.541723,127.206901,,
5,2566,하남검단산,37.539729,127.223427,,
6,2611,응암,37.59859,126.915583,,
6,2612,역촌,37.60605,126.922764,,
6,2613,불광,37.610919,126.929504,,
6,2614,독바위,37.618413,126.933035,,
6,2616,연신내,37.618596,126.920519,,
6,2617,구산,37.611223,126.917246,,
6,2618,새절,37.591148,126.913613,,
6,2619,증산,37.583989,126.909785,,
6,2620,디지털미디어시티,37.577005,126.898643,,
6,2621,월드컵경기장,37.569439,126.899077,,
6,2622,마포구청,37.563535,126.903326,,
6,2623,망원,37.556031,126.910129,,
6,2624,합정,37.549033,126.913546,,
6,2625,상수,37.547704,126.92292,,
6,2626,광흥창,37.547464,126.931971,,
6,2627,대흥,37.547732,126.942214,,
6,2628,공덕,37.543592,126.951664,,
6,2629,효창공원앞,37.539279,126.961348,,
6,2630,삼각지,37.535563,126.973996,,
6,2631,녹사평,37.53469,126.98665,,
6,2632,이태원,37.534485,126.994369,,
6,2633,한강진,37.53956,127.001729,,
6,2634,버티고개,37.547933,127.006948,,
6,2635,약수,37.554087,127.010237,,
6,2636,청구,37.560221,127.013776,,
6,2637,신당,37.566174,127.016158,,
6,2638,동묘앞,37.572275,127.015666,,
6,2639,창신,37.579772,127.015246,,
6,2640,보문,37.585293,127.019377,,
6,2641,안암,37.586261,127.02903,,
6,2642,고려대,37.59034,127.03626,,
6,2643,월곡,37.60192,127.041492,,
6,2644,상월곡,37.606392,127.048509,,
6,2645,돌곶이,37.610522,127.056419,,
6,2646,석계,37.614937,127.065922,,
6,2647,태릉입구,37.617319,127.074741,,
6,2648,화랑대,37.619875,127.084106,,
6,2615,봉화산,37.617293,127.091375,,
6,2649,신내,37.612571,127.104326,,
7,2711,장암,37.70015,127.053126,,
7,2712,도봉산,37.689131,127.046548,,
7,2713,수락산,37.677804,127.055314,,
7,2714,마들,37.664985,127.057701,,
7,2715,노원,37.654478,127.060555,,
7,2716,중계,37.645052,127.064084,,
7,2717,하계,37.636363,127.067999,,
7,2718,공릉,37.625642,127.072969,,
7,2719,태릉입구,37.617319,127.074741,,
7,2720,먹골,37.610638,127.077719,,
7,2721,중화,37.602604,127.079254,,
7,2722,상봉,37.595673,127.085708,,
7,2723,면목,37.588671,127.087503,,
7,2724,사가정,37.580912,127.088502,,
7,2725,용마산,37.573752,127.086802,,
7,2726,중곡,37.565877,127.084291,,
7,2727,군자,37.557151,127.079484,,
7,2728,어린이대공원,37.547962,127.07465,,
7,2729,건대입구,37.540882,127.071103,,
7,2730,뚝섬유원지,37.531558,127.066714,,
7,2731,청담,37.519097,127.051851,,
7,2732,강남구청,37.517185,127.04122,,
7,2733,학동,37.514262,127.031738,,
7,2734,논현,37.511108,127.021385,,
7,2735,반포,37.508171,127.011717,,
7,2736,고속터미널,37.503387,127.005055,,
7,2737,내방,37.48764,126.993541,,
7,2738,총신대입구,37.485258,126.981766,,
7,2739,남성,37.484688,126.971108,,
7,2740,숭실대입구,37.496258,126.953649,,
7,2741,상도,37.50279,126.947949,,
7,2742,장승배기,37.504845,126.939025,,
7,2743,신대방삼거리,37.499717,126.928218,,
7,2744,보라매,37.499916,126.920112,,
7,2745,신풍,37.500107,126.909806,,
7,2746,대림,37.492984,126.896997,,
7,2747,남구로,37.486181,126.887372,,
7,2748,가산디지털단지,37.480376,126.882704,,
7,2749,철산,37.47616,126.868217,,
7,2750,광명사거리,37.47927,126.854854,,
7,2751,천왕,37.486699,126.838684,,
7,2752,온수,37.492059,126.823294,,
8,2811,암사,37.550127,127.127521,,
8,2812,천호,37.53792,127.123179,,
8,2813,강동구청,37.530348,127.120461,,
8,2814,몽촌토성,37.517692,127.11274,,
8,2815,잠실,37.514649,127.104267,,
8,2816,석촌,37.505396,127.106995,,
8,2817,송파,37.49978,127.11212,,
8,2818,가락시장,37.493004,127.118279,,
8,2819,문정,37.485931,127.122473,,
8,2820,장지,37.478609,127.126229,,
8,2821,복정,37.471016,127.126746,,
8,2828,남위례,37.462839,127.139047,,
8,2822,산성,37.456886,127.149927,,
8,2823,남한산성입구,37.451568,127.159845,,
8,2824,단대오거리,37.445057,127.156735,,
8,2825,신흥,37.440952,127.14759,,
8,2826,수진,37.437575,127.140936,,
8,2827,모란,37.433888,127.129921,,
